"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
8500,2,53,Дарницький,"вул. Бориспільська, 34","(50.424180017050446, 30.687419982015825)",1736,2
8000,1,40,Деснянський,"вул. Закревського, 11","(50.498339995042585, 30.5969599683755)",4813,1
13000,2,51,Голосіївський,"вул. Микільсько-Ботанічна, 17/4","(50.44012000804773, 30.504329963822073)",503,3
10000,1,33,Оболонський,"просп. Оболонський, 31","(50.516960015761185, 30.497469962806207)",615,2
36509,2,84,Печерський,"вул. Коновальця, 44а","(50.42280002051163, 30.537639982317415)",544,3
7999,1,40,Голосіївський,"просп. Науки, 22","(50.400400012918, 30.5280499954373)",888,3
8500,3,70,Голосіївський,"вул. Якубовського, 7","(50.38098999782511, 30.452389992052872)",1330,3
8000,1,48,Голосіївський,"вул. Саксаганського, 67","(50.43656000422155, 30.505560008113065)",873,3
9000,2,45,Дніпровський,"бульв. Верховної Ради, 26в","(50.44983999824609, 30.627330034332033)",1143,1
6800,1,37,Дніпровський,"вул. Березняківська, 14а","(50.430400017849365, 30.612639994645775)",2565,1
9000,1,42,Оболонський,"вул. Гайдай, 2","(50.51447000378485, 30.493089999301873)",487,2
9000,1,20,Дніпровський,"вул. Каховська, 60","(50.46188998988919, 30.591739970534917)",1244,1
10990,3,80,Подільський,"просп. Гонгадзе, 20в","(50.51187999570365, 30.416549979903067)",4024,2
9000,1,35,Подільський,"вул. Введенська, 42","(50.47232001110552, 30.513049992971617)",653,2
9000,1,46,Дарницький,"вул. Ревуцького, 5","(50.42149001286435, 30.641320017465063)",2407,2
17000,2,81,Голосіївський,"просп. Голосіївський, 68","(50.39905999805734, 30.510749998740266)",165,3
10000,2,52,Дніпровський,"Харківське ш., 9","(50.43716999722514, 30.630799974608607)",2463,1
36509,1,45,Печерський,"вул. Предславинська, 55","(50.416921573182414, 30.52582910236504)",411,3
10000,2,57,Солом'янський,"просп. Лобановського, 12","(50.42062998768904, 30.469369967686646)",2713,2
11500,1,47,Дарницький,"вул. Вірменська, 6","(50.40644138558737, 30.670391430212092)",408,2
14000,2,78,Дарницький,"вул. Бориса Гмирі, 1/2","(50.39612000360904, 30.627930010961336)",494,2
8500,2,50,Святошинський,"вул. Жмеринська, 10","(50.43639999368992, 30.366090000777547)",2161,1
21500,2,75,Дарницький,"Дніпровська наб., 23","(50.40647999402438, 30.612319973582544)",1232,2
48678,3,117,Оболонський,"просп. Героїв Сталінграда, 2д","(50.48955999337582, 30.52956996975911)",2507,2
22000,1,41,Голосіївський,"бульв. Рильського, 1","(50.45424045014288, 30.51588250312421)",711,3
13000,3,72,Оболонський,"вул. Тимошенка, 19","(50.51396000688615, 30.495329979106458)",340,2
12000,2,82,Дарницький,"вул. Срібнокільська, 1","(50.40235002078225, 30.630049961912476)",488,2
10500,1,46,Шевченківський,"вул. Лук'янівська, 63","(50.463729985274256, 30.497469962806207)",1167,3
20000,2,73,Дарницький,"Дніпровська наб., 26а","(50.3927000194754, 30.614319979499243)",332,2
6500,2,47,Шевченківський,"вул. Сальського, 11","(50.47837901784054, 30.440355729580283)",743,3
5700,1,31,Дніпровський,"вул. Тампере, 11","(50.44360998107288, 30.61276999796405)",1389,1
8500,1,37,Дарницький,"вул. Софії Русової, 7","(50.38737000915566, 30.626350022212762)",1195,2
10999,1,45,Дарницький,"просп. Григоренка, 23","(50.40526998248197, 30.631779986727878)",751,2
5500,1,32,Деснянський,"просп. Лісовий, 7","(50.38617998845231, 30.708350013340066)",2598,1
9500,2,52,Святошинський,"просп. Палладіна, 7/60","(50.46147998909535, 30.35479002183061)",568,1
7000,2,47,Деснянський,"вул. Братиславська, 42","(50.47734999120112, 30.6196600061933)",2082,1
14000,2,68,Голосіївський,"вул. Деміївська, 51","(50.39925001580232, 30.504990038697144)",416,3
15000,2,90,Дарницький,"вул. Княжий Затон, 21","(50.400669994019296, 30.616670013692556)",570,2
7000,1,43,Святошинський,"просп. Курбаса, 9","(50.426840014023156, 30.378300002952244)",3360,1
8000,2,60,Дарницький,"вул. Здолбунівська, 5а","(50.415099985159515, 30.61588001931827)",2170,2
13000,1,49,Дніпровський,"вул. Каховська, 60","(50.46188998988919, 30.591739970534917)",1244,1
10000,2,52,Солом'янський,"просп. Повітрофлотський, 33/2","(50.426970017341404, 30.463500037073857)",2420,2
10000,2,56,Дарницький,"просп. Григоренка, 19а","(50.40803001746909, 30.633350001011678)",1047,2
6999,1,36,Голосіївський,"вул. Васильківська, 2","(50.397640019840395, 30.50720998575315)",216,3
12000,1,25,Подільський,"вул. Тираспольська, 54","(50.482645836127695, 30.43115865769585)",658,2
16000,2,87,Оболонський,"просп. Героїв Сталінграда, 47а","(50.51888999087683, 30.513110007398353)",1137,2
20000,3,75,Дарницький,"вул. Вишняківська, 9","(50.39446000959467, 30.648949980106636)",802,2
12000,1,29,Шевченківський,"вул. Іллєнка, 87","(50.47088000014, 30.462750024377726)",1027,3
10000,3,98,Дарницький,"вул. Урлівська, 38","(50.411389987175994, 30.6160899859928)",1757,2
7500,2,46,Дніпровський,"вул. Курнатовського, 22","(50.487429984140874, 30.60305000776566)",3533,1
8500,2,50,Дарницький,"вул. Урлівська, 3а","(50.4039399839956, 30.621550041540303)",1022,2
8000,2,45,Шевченківський,"вул. Сальського, 33","(50.47887998189725, 30.43164000400884)",257,3
21000,3,54,Шевченківський,"вул. Гоголівська, 27","(50.45187998584095, 30.494500003054043)",1155,3
7500,1,40,Деснянський,"бульв. Бикова, 5","(50.41596501300023, 30.50850469280688)",1016,1
25000,2,64,Дарницький,"вул. Зарічна, 1а","(50.396150010822424, 30.598759982082413)",449,2
6499,1,39,Шевченківський,"вул. Подвойського, 9а","(50.47573002077439, 30.439320006612377)",657,3
15000,2,61,Солом'янський,"вул. Вадима Гетьмана, 1б","(50.45226999579569, 30.44699003475111)",304,2
9999,2,50,Деснянський,"вул. Кубанської України, 45","(50.43137416781373, 30.477814759406865)",1380,1
12000,3,75,Солом'янський,"вул. Вадима Гетьмана, 44","(50.43887998929196, 30.4453600060406)",1764,2
9000,2,55,Подільський,"просп. Правди, 8","(50.504350000000045, 30.44386000000003)",3218,2
7500,1,34,Деснянський,"просп. Лісовий, 41","(50.48548001818614, 30.640370012559174)",2397,1
6000,1,34,Святошинський,"просп. Корольова, 12ж","(50.41500439472153, 30.405661554836744)",4860,1
24339,2,62,Печерський,"вул. Чигоріна, 55","(50.420230003269495, 30.53762003338784)",526,3
8000,2,55,Дарницький,"просп. Бажана, 9а","(50.39740000000006, 30.63101000000006)",233,2
10000,2,72,Дарницький,"вул. Пчілки, 2","(50.41565000000003, 30.62644000000006)",1963,2
19000,3,94,Святошинський,"просп. Перемоги, 121б","(50.45489001109027, 30.3617999750943)",247,1
7000,1,35,Дніпровський,"вул. Андрія Малишка, 21","(50.46080000720025, 30.622240039809725)",587,1
6300,1,34,Шевченківський,"вул. Саратовська, 14/9","(50.470239999923024, 30.414990023903073)",1300,3
4999,1,32,Дніпровський,"просп. Павла Тичини, 9а","(50.4293200096252, 30.602350035031492)",2469,1
15990,2,70,Дніпровський,"вул. Регенераторна, 4к3","(50.43754999080559, 30.621279976620002)",2165,1
11000,2,60,Святошинський,"просп. Палладіна, 21","(50.46649999472615, 30.35283997205684)",204,1
8000,1,40,Святошинський,"вул. Львівська, 57а","(50.45230000300904, 30.351909999899533)",1006,1
10000,1,32,Дніпровський,"вул. Регенераторна, 4к1","(50.43754999080559, 30.621279976620002)",2165,1
4990,1,36,Дніпровський,"просп. Романа Шухевича, 22","(50.494410014010214, 30.59270003372464)",4481,1
20000,3,56,Голосіївський,"вул. Велика Васильківська, 114","(50.42215000392039, 30.519679994564342)",198,3
9000,1,36,Оболонський,"просп. Рокосовського, 6","(50.52198999585676, 30.459389970851788)",2770,2
8000,2,46,Солом'янський,"вул. Стражеска, 11","(50.431880010493046, 30.415659989423887)",2971,2
8900,1,30,Шевченківський,"вул. Андрющенка, 4б","(50.45369999038692, 30.481630009823306)",973,3
35000,4,115,Солом'янський,"вул. Дашавська, 25","(50.443949992975206, 30.44835997300612)",1221,2
13000,1,46,Дарницький,"вул. Княжий Затон, 11","(50.40145998839358, 30.623560021921776)",785,2
11000,1,42,Дарницький,"вул. Бориса Гмирі, 17","(50.39183001983531, 30.635140040253816)",762,2
18255,1,45,Подільський,"вул. Тираспольська, 60","(50.482645836127695, 30.43115865769585)",658,2
20000,2,60,Дарницький,"вул. Ревуцького, 40г","(50.40396620831599, 30.650529710858052)",357,2
23000,1,56,Шевченківський,"просп. Перемоги, 26а","(50.45109539429631, 30.4675479355677)",73,3
15000,3,60,Печерський,"бульв. Дружби Народів, 25","(50.418590000094184, 30.54413000612712)",82,3
17000,1,35,Печерський,"вул. Мечнікова, 8","(50.43690999058862, 30.52975998750412)",120,3
14000,1,48,Оболонський,"вул. Кондратюка, 7","(50.52592999326342, 30.462179971142746)",2591,2
12000,1,44,Дарницький,"вул. Лариси Руденко, 21","(50.39359998441935, 30.643550022804902)",896,2
28396,2,75,Печерський,"вул. Інститутська, 24/7","(50.44427001403844, 30.536779999051618)",606,3
8500,3,60,Оболонський,"вул. Вишгородська, 44","(50.513899992459415, 30.450440026098136)",3388,2
25000,2,60,Шевченківський,"вул. Глибочицька, 13","(50.46096576761422, 30.488567626498625)",551,3
8000,1,33,Подільський,"вул. Бондарська, 3","(50.49297000304469, 30.45891002307596)",2309,2
8000,2,45,Деснянський,"вул. Волкова, 20а","(50.49387092031897, 30.434574937913396)",1928,1
16999,3,100,Дарницький,"Дніпровська наб., 26д","(50.39405000880083, 30.613120026240637)",242,2
14000,3,100,Дарницький,"просп. Григоренка, 3в","(50.41315001920478, 30.629400029140243)",1644,2
12500,1,55,Дарницький,"вул. Софії Русової, 3","(50.38885000179934, 30.625909972296057)",1052,2
5700,1,32,Оболонський,"просп. Героїв Сталінграда, 13а","(50.50163999223227, 30.51110002701688)",883,2
9500,2,53,Деснянський,"вул. Драйзера, 4а","(50.50127873004653, 30.60448698228918)",4953,1
9000,2,52,Святошинський,"просп. Палладіна, 7/60","(50.46147998909535, 30.35479002183061)",568,1
9500,1,30,Солом'янський,"вул. Волгоградська, 16","(50.42353000045918, 30.48455001343254)",2044,2
6990,1,30,Дніпровський,"вул. Івана Микитенка, 13","(50.487090014148066, 30.60039001079295)",3541,1
10000,2,43,Дніпровський,"вул. Плеханова, 4а","(50.44675000964048, 30.59855001540788)",512,1
6000,1,43,Дніпровський,"вул. Райдужна, 59б","(50.47698001399496, 30.593279977605334)",2705,1
10000,2,40,Шевченківський,"вул. Хмельницького, 50","(50.44739000985743, 30.506670023550583)",322,3
15000,3,90,Дарницький,"вул. Княжий Затон, 21","(50.400669994019296, 30.616670013692556)",570,2
10000,1,34,Солом'янський,"вул. Вадима Гетьмана, 24/9","(50.44632001800758, 30.44198997804989)",962,2
7800,1,35,Святошинський,"бульв. Вернадського, 87","(50.464490014344676, 30.35722999384498)",253,1
28396,1,55,Печерський,"вул. Драгомирова, 14","(50.41174001545261, 30.545740002089047)",690,3
9000,1,35,Печерський,"вул. Тютюнника, 56/2","(50.417249985233525, 30.526869991108242)",458,3
36509,3,113,Шевченківський,"вул. Глибочицька, 32а","(50.46154000352209, 30.49338001315175)",874,3
12000,2,55,Печерський,"бульв. Українки, 5а","(50.43613998705342, 30.530080008567353)",142,3
20000,3,64,Дніпровський,"бульв. Русанівський, 3","(50.43872002066985, 30.59363000588195)",1422,1
5500,1,22,Дарницький,"вул. Російська, 31б","(50.425870018278175, 30.659430041284963)",2508,2
25000,2,70,Голосіївський,"вул. Максимовича, 28б","(50.3921764261444, 30.472004278672173)",1154,3
19990,2,60,Голосіївський,"вул. Метрологічна, 111","(50.35264793066351, 30.476627360069678)",2252,3
9000,2,44,Дніпровський,"Русанівська наб., 12","(50.44087002074386, 30.592559972122586)",1207,1
13000,3,110,Дарницький,"вул. Бориса Гмирі, 9в","(50.393249998052255, 30.630369982975708)",642,2
25000,3,105,Дарницький,"вул. Ахматової, 35","(50.40705997981459, 30.624329983547483)",1150,2
9500,2,65,Дарницький,"вул. Драгоманова, 1б","(50.41722001992969, 30.63601997244919)",2075,2
7000,1,43,Дарницький,"вул. Урлівська, 34","(50.40992998537138, 30.617759996381466)",1602,2
13000,1,50,Дарницький,"вул. Пчілки, 3","(50.415140000000065, 30.630760000000066)",1849,2
22999,1,54,Оболонський,"просп. Героїв Сталінграда, 2д","(50.48955999337582, 30.52956996975911)",2507,2
11000,1,50,Шевченківський,"вул. Тургенєвська, 70-72","(50.454560015562265, 30.490230010119376)",1089,3
8500,1,32,Солом'янський,"просп. Відрадний, 10а","(50.43157998026888, 30.4309800129528)",2765,2
7000,2,45,Шевченківський,"вул. Орловська, 4-6/2","(50.47409001759908, 30.437770025077157)",613,3
15000,2,46,Подільський,"вул. Межигірська, 43","(50.470769987660816, 30.508770025572176)",475,2
7600,1,35,Дарницький,"вул. Новодарницька, 4","(50.42403999735788, 30.650310027715904)",2529,2
10999,1,40,Дарницький,"вул. Драгоманова, 14а","(50.412090001819706, 30.635519991924753)",1504,2
17000,2,80,Святошинський,"вул. Михайла Котельникова, 1","(50.45251001159312, 30.38729998766786)",675,1
9000,2,45,Солом'янський,"вул. Кавказька, 13","(50.4305299792581, 30.481449966543096)",1343,2
7500,1,30,Подільський,"вул. Копилівська, 10б","(50.48886999510643, 30.46623999740288)",2135,2
7000,1,47,Деснянський,"вул. Мілютенка, 15а","(50.4731299963189, 30.627400023223544)",1483,1
4900,2,55,Дніпровський,"просп. Романа Шухевича, 26","(50.49449001927604, 30.598359997662897)",4374,1
12500,1,48,Святошинський,"вул. Наумова, 66","(50.47095000000007, 30.329720000000066)",1909,1
33000,2,93,Шевченківський,"вул. Хмельницького, 10","(50.445709983094474, 30.51724002254997)",138,3
32452,3,100,Шевченківський,"вул. В. Житомирська, 8б","(50.45210227130038, 30.521404349501406)",266,3
12000,1,48,Дарницький,"вул. Урлівська, 15","(50.4087799882557, 30.61759001138509)",1474,2
8000,3,72,Святошинський,"вул. Тулузи, 16","(50.43083998394704, 30.37392003944791)",2850,1
11000,1,30,Дарницький,"вул. Центральна, 19","(50.55226999826368, 30.46958001818024)",3845,2
11500,1,32,Солом'янський,"вул. Польова, 73","(50.43648590050609, 30.446101462510313)",2031,2
36000,3,120,Оболонський,"вул. Кондратюка, 7","(50.52592999326342, 30.462179971142746)",2591,2
15500,1,56,Голосіївський,"вул. Голосіївська, 13","(50.40076001565939, 30.520599992256905)",494,3
7000,2,45,Деснянський,"вул. Волкова, 26","(50.493816968137345, 30.43396619635387)",1916,1
40565,3,75,Подільський,"вул. Щекавицька, 30/39","(50.46991000439502, 30.513130040146933)",583,2
10000,1,38,Дарницький,"вул. Софії Русової, 1","(50.38986999559677, 30.62561995844618)",958,2
40565,3,75,Печерський,"вул. Руставелі, 10","(50.43982001973308, 30.5212899905263)",177,3
12000,2,47,Шевченківський,"просп. Перемоги, 17","(50.44898998944507, 30.47376996393956)",542,3
8500,1,31,Дніпровський,"вул. Березняківська, 16б","(50.42843001914602, 30.612479984114174)",2760,1
12500,2,42,Голосіївський,"вул. Феодосійська, 1а","(50.40237998608612, 30.532289981158584)",1078,3
27000,3,109,Дніпровський,"вул. Окіпної, 10","(50.447869999542775, 30.59042996288764)",620,1
13500,1,30,Голосіївський,"вул. Васильківська, 100а","(50.3831073980471, 30.478189374118696)",175,3
13000,3,90,Дніпровський,"бульв. Дарницький, 12","(50.46546998455443, 30.611529979208257)",1021,1
14000,2,65,Святошинський,"просп. Перемоги, 107","(50.45599998461827, 30.374669968325037)",689,1
10500,2,76,Подільський,"вул. Данченка, 5","(50.496019617991635, 30.43101334544409)",2143,2
18000,1,57,Оболонський,"просп. Героїв Сталінграда, 8а","(50.498259989776756, 30.517740003074408)",1382,2
48678,3,90,Солом'янський,"вул. Липківського, 16в","(50.43552999404983, 30.487219984870052)",695,2
48678,3,92,Солом'янський,"вул. Липківського, 16б","(50.43349652588817, 30.483731923105445)",977,2
14198,1,40,Голосіївський,"вул. Метрологічна, 113","(50.34800902187782, 30.477158325781552)",2676,3
8000,1,29,Подільський,"вул. Стеценка, 8","(50.48187001630751, 30.40761000961419)",1701,2
30424,2,50,Солом'янський,"вул. Солом'янська, 20в","(50.4235702819209, 30.47980292911523)",2113,2
9500,1,45,Дарницький,"вул. Драгоманова, 8","(50.41433999799861, 30.635710009669737)",1754,2
15000,2,54,Святошинський,"вул. Клавдіївська, 40г","(50.477900011687495, 30.3392099916652)",1721,1
10500,2,44,Шевченківський,"вул. Старокиївська, 25","(50.45402998591496, 30.473889992793033)",629,3
11000,1,37,Дарницький,"вул. Бориса Гмирі, 12б","(50.39612000360904, 30.627930010961336)",494,2
12000,1,50,Голосіївський,"просп. Науки, 80а/73","(50.403670000000034, 30.52634000000006)",633,3
13000,1,32,Дарницький,"вул. Осокорська, 2а","(50.39758921398898, 30.602558335691178)",404,2
40565,2,62,Печерський,"вул. Драгомирова, 9","(50.41008999590301, 30.54659001089007)",882,3
15000,1,38,Шевченківський,"вул. Гоголівська, 42а","(50.45481000582447, 30.49519997578821)",1310,3
8000,1,40,Дніпровський,"вул. Андрія Малишка, 21а","(50.46149000546964, 30.62232000316601)",599,1
7999,1,32,Подільський,"вул. Введенська, 7/9","(50.4692299805904, 30.507130022396865)",558,2
9500,1,38,Печерський,"вул. Ковпака, 4","(50.416720000000055, 30.525840000000073)",389,3
32452,3,100,Шевченківський,"вул. Гончара, 41а","(50.45745771718302, 30.513626712616247)",818,3
32452,2,56,Печерський,"вул. Предславинська, 53","(50.41640001834202, 30.526449973940117)",360,3
8000,3,63,Деснянський,"вул. Кубанської України, 45в","(50.43137416781373, 30.477814759406865)",1380,1
40160,2,50,Печерський,"вул. Маккейна, 1б","(50.41427134476537, 30.52868030450312)",259,3
16000,1,48,Голосіївський,"вул. Заболотного, 15б","(50.360038748971476, 30.472119973014703)",1467,3
13000,3,65,Голосіївський,"вул. Новопирогівська, 29","(50.363700017502396, 30.55598000556043)",4369,3
10500,1,40,Голосіївський,"вул. Ломоносова, 46/1","(50.38671001809962, 30.466839974032183)",948,3
10000,1,35,Оболонський,"просп. Оболонський, 7в","(50.50427999836592, 30.49505999800519)",456,2
6500,2,48,Оболонський,"просп. Героїв Сталінграда, 11а","(50.50043999706415, 30.512199984170593)",959,2
7500,1,34,Дарницький,"просп. Григоренка, 25в","(50.40564000159765, 30.63571998413454)",794,2
9000,2,45,Подільський,"просп. Свободи, 1а","(50.5063900167618, 30.434680036471548)",3311,2
14000,1,49,Голосіївський,"вул. Саперно-Слобідська, 10","(50.4040199892614, 30.530949966297925)",953,3
8000,1,37,Святошинський,"вул. Клавдіївська, 40д","(50.477740001155865, 30.33822997954593)",1757,1
20000,3,112,Шевченківський,"Кудрявський узвіз, 3а","(50.45711000005579, 30.500219981419036)",1420,3
8900,1,35,Подільський,"вул. Оленівська, 34","(50.473520006273645, 30.50622997363388)",150,2
11000,2,40,Подільський,"вул. Межова, 23б","(50.50920998235662, 30.433099963903942)",3615,2
17000,3,111,Дарницький,"вул. Срібнокільська, 1","(50.40235002078225, 30.630049961912476)",488,2
9000,2,63,Шевченківський,"вул. Желябова, 10а","(50.45758998974114, 30.437080026807763)",653,3
15500,1,50,Печерський,"Наддніпрянське ш., 2а","(50.422003917344426, 30.56903456070175)",1836,3
7000,2,46,Святошинський,"бульв. Кольцова, 22","(50.424530003417516, 30.377029976983096)",3584,1
8000,2,55,Подільський,"просп. Свободи, 38","(50.51609999058587, 30.427849958850004)",4379,2
6000,2,50,Подільський,"вул. Світлицького, 26б","(50.51491001179204, 30.42854004093843)",4245,2
10000,2,53,Дарницький,"вул. Олександра Кошиця, 7","(50.405570012706136, 30.643970039973027)",808,2
12000,2,65,Дарницький,"вул. Драгоманова, 8а","(50.41460997909988, 30.634609968696992)",1779,2
6500,2,47,Дніпровський,"вул. Миколайчука, 7а","(50.43190000133211, 30.59927002089063)",2161,1
9999,1,37,Голосіївський,"вул. Антоновича, 154","(50.417689993240714, 30.51938000624972)",334,3
10000,1,39,Дарницький,"просп. Григоренка, 25б","(50.405420018548796, 30.63486000086874)",761,2
40565,3,83,Дарницький,"вул. Осокорська, 2а","(50.39758921398898, 30.602558335691178)",404,2
12000,1,23,Дніпровський,"вул. Сверстюка, 6г","(50.44594562539568, 30.607386044868896)",928,1
7500,2,62,Шевченківський,"вул. Печенізька, 35/43","(50.4654300028763, 30.488469978090592)",616,3
6800,2,54,Дарницький,"вул. Вишняківська, 12","(50.395239987594664, 30.64650003362749)",807,2
11000,2,70,Дарницький,"вул. Харченка, 47б","(50.3836948818271, 30.695974530046442)",2418,2
10000,1,43,Голосіївський,"вул. Метрологічна, 109","(50.35264793066351, 30.476627360069678)",2252,3
15000,1,48,Дніпровський,"вул. Сверстюка, 6","(50.44594562539568, 30.607386044868896)",928,1
15000,3,60,Шевченківський,"вул. Чорновола, 30/33","(50.449950010725274, 30.48212001588294)",1021,3
16000,2,46,Шевченківський,"вул. Парково-Сирецька, 10","(50.463590007491206, 30.43587001526535)",1183,3
32452,3,80,Шевченківський,"вул. Софіївська, 25а","(50.45237168698912, 30.517107138834522)",536,3
15000,2,43,Шевченківський,"вул. Старокиївська, 7/9","(50.45246001354067, 30.47188001241156)",416,3
6499,1,29,Дніпровський,"вул. Андрія Малишка, 17","(50.46090000330511, 30.620029983399462)",681,1
12000,2,70,Дарницький,"вул. Софії Русової, 1б","(50.3894711892192, 30.625208153953544)",967,2
6300,1,38,Подільський,"вул. Петропавлівська, 15","(50.483519993947596, 30.465749991343245)",1661,2
30000,1,65,Дарницький,"вул. Трускавецька, 4б","(50.40100454217208, 30.601803086849806)",785,2
7000,1,39,Голосіївський,"вул. Заболотного, 64","(50.363460001704965, 30.461879982828094)",659,3
16000,2,54,Дніпровський,"вул. Юності, 8а","(50.46590999256162, 30.619130018455508)",1040,1
15000,1,45,Печерський,"бульв. Дружби Народів, 27","(50.41916998588442, 30.545229963280832)",169,3
5500,1,30,Голосіївський,"вул. Голосіївська, 3","(50.402750005201796, 30.52338001808309)",468,3
10000,1,32,Голосіївський,"вул. Васильківська, 8а","(50.39715001378076, 30.504280007679142)",428,3
9000,2,45,Солом'янський,"просп. Відрадний, 14/45","(50.42909001020206, 30.42993001194202)",3050,2
12000,3,75,Святошинський,"просп. Курбаса, 3г","(50.430090013160424, 30.395409981904265)",3093,1
11000,2,46,Деснянський,"вул. Мілютенка, 11","(50.47005999855233, 30.63187998283277)",1119,1
12500,2,50,Голосіївський,"просп. Голосіївський, 15б","(50.40227001551645, 30.51921999571809)",301,3
28396,2,65,Шевченківський,"вул. Жилянська, 118","(50.44184001648884, 30.497009963959925)",602,3
7500,1,40,Дарницький,"вул. Вербицького, 26","(50.407410008091205, 30.661170040565167)",551,2
5500,1,35,Дніпровський,"вул. Окіпної, 3б","(50.44831000754996, 30.596870030554413)",333,1
12900,2,52,Оболонський,"вул. Героїв Дніпра, 13","(50.51977998135601, 30.490499991220645)",666,2
11500,2,46,Голосіївський,"вул. Жилянська, 62/64","(50.436160019802, 30.50348003884008)",946,3
15000,2,67,Подільський,"вул. Волоська, 36/38","(50.469970018821755, 30.515440008843058)",543,2
8300,1,34,Оболонський,"вул. Прирічна, 19в","(50.52039001626912, 30.51942996239262)",1517,2
9000,1,43,Дарницький,"вул. Софії Русової, 1б","(50.3894711892192, 30.625208153953544)",967,2
16000,2,74,Голосіївський,"вул. Єнісейська, 8","(50.395749984493364, 30.53618999688709)",1659,3
8000,2,52,Шевченківський,"вул. Дегтярівська, 43/3","(50.46216001289997, 30.439880001563523)",905,3
13000,1,46,Подільський,"вул. Івана Кавалерідзе, 3","(50.49515998479686, 30.426849997801185)",2060,2
4500,1,36,Шевченківський,"вул. Коперніка, 10","(50.45822998995811, 30.47865996625211)",501,3
11000,2,85,Дарницький,"вул. Княжий Затон, 11","(50.40145998839358, 30.623560021921776)",785,2
14000,2,85,Дарницький,"вул. Бориспільська, 26К","(50.42500001863809, 30.68599002933408)",1860,2
16000,3,100,Дарницький,"Дніпровська наб., 25","(50.40595000628659, 30.61399995843601)",1157,2
8000,1,34,Шевченківський,"вул. Нагірна, 12","(50.474270018969776, 30.480970018767266)",1314,3
8500,1,36,Подільський,"вул. Данченка, 34а","(50.4961869473755, 30.432034866758478)",2164,2
13000,3,73,Шевченківський,"просп. Перемоги, 17","(50.44898998944507, 30.47376996393956)",542,3
34481,1,58,Печерський,"вул. Саперне Поле, 3","(50.4193700200037, 30.53068995966143)",709,3
16000,2,68,Шевченківський,"вул. Саксаганського, 113а","(50.44172035523592, 30.49899655665312)",586,3
40565,3,125,Печерський,"вул. Тютюнника, 37/1","(50.42118000817541, 30.52634000337048)",394,3
9000,3,62,Подільський,"вул. Івана Їжакевича, 5/9","(50.513090007246035, 30.438390034455068)",4082,2
12000,1,34,Голосіївський,"вул. Ломоносова, 85","(50.38363000395876, 30.462320032744827)",915,3
12000,1,47,Дарницький,"вул. Драгоманова, 1г","(50.41768001877594, 30.636100019624507)",2127,2
8000,1,33,Подільський,"просп. Свободи, 26а","(50.51401997940337, 30.42412998640171)",4167,2
12000,1,40,Подільський,"просп. Правди, 41в","(50.50534154506028, 30.447001844396027)",3395,2
12000,1,52,Дніпровський,"вул. Воскресенська, 12б","(50.467649991841824, 30.603730031570308)",1434,1
19000,4,120,Дніпровський,"вул. Сверстюка, 52в","(50.443129991387536, 30.605909996948157)",1092,1
32452,3,95,Оболонський,"просп. Героїв Сталінграда, 6","(50.49481521226246, 30.520126498425324)",1664,2
22000,2,60,Оболонський,"просп. Героїв Сталінграда, 2д","(50.48955999337582, 30.52956996975911)",2507,2
8500,1,50,Дніпровський,"вул. Хорольська, 1а","(50.433490006454974, 30.64116000693346)",3038,1
13000,3,60,Голосіївський,"вул. Васильківська, 2а","(50.39787999372831, 30.505680036966538)",327,3
9000,1,33,Оболонський,"просп. Оболонський, 16б","(50.50772998971294, 30.500140018062723)",438,2
25000,2,98,Подільський,"вул. Кирилівська, 14/18","(50.46820998679297, 30.507100015183482)",663,2
10000,2,52,Голосіївський,"вул. Лятошинського, 22","(50.379770011817925, 30.44746998252694)",1468,3
17000,2,76,Шевченківський,"вул. Дегтярівська, 25к1","(50.46244998484033, 30.45641003663485)",1173,3
34481,3,75,Подільський,"вул. Костянтинівська, 20/14","(50.46740000157962, 30.511539993114553)",436,2
15000,1,38,Голосіївський,"вул. Максимовича, 24а","(50.392531510178486, 30.47530508799732)",923,3
5500,1,32,Деснянський,"вул. Братиславська, 14","(50.46656998361766, 30.627219979943334)",772,1
12500,1,54,Святошинський,"вул. Клавдіївська, 40г","(50.477900011687495, 30.3392099916652)",1721,1
7000,2,46,Дніпровський,"вул. Карбишева, 10","(50.48876999900153, 30.607959959007786)",3581,1
19000,2,96,Солом'янський,"вул. Гарматна, 37а","(50.44432998655566, 30.432269987851498)",1474,2
39000,2,80,Подільський,"Андріївський узвіз, 2б","(50.4621199893123, 30.517459963689305)",341,2
12000,1,40,Дарницький,"вул. Софії Русової, 5б","(50.38809001463841, 30.626589996100677)",1146,2
14000,1,47,Дарницький,"вул. Ревуцького, 54Б","(50.42149328100026, 30.640514242250365)",2428,2
18000,2,60,Шевченківський,"вул. Тургенєвська, 64/68","(50.454239994499005, 30.490409969580554)",1125,3
19999,1,30,Голосіївський,"вул. Володимиро-Либідська, 16","(50.42308999245199, 30.51829002356078)",338,3
13500,1,52,Оболонський,"вул. Малиновського, 8","(50.50096998480194, 30.494739976941958)",281,2
8500,3,67,Святошинський,"вул. Депутатська, 6","(50.45911000597249, 30.38126996270441)",772,1
6000,1,30,Солом'янський,"вул. Борщагівська, 117/125","(50.446040020531996, 30.45172002653206)",1075,2
