"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
7500,1,32,Солом'янський,"вул. Братів Зерових, 14а","(50.423039994399545, 30.471139974180204)",2418,2
9000,3,70,Оболонський,"вул. Автозаводська, 25б","(50.50583999627543, 30.4567100249495)",2998,2
12000,2,45,Шевченківський,"вул. Борщагівська, 10","(50.447880015917065, 30.471980008516454)",495,3
10000,3,58,Шевченківський,"вул. Турчина, 12","(50.48172999661497, 30.39908997267443)",2276,3
36509,3,78,Печерський,"Наддніпрянське ш., 2а","(50.422003917344426, 30.56903456070175)",1836,3
9000,2,74,Дарницький,"вул. Тростянецька, 49","(50.42126001344121, 30.65747001704642)",2047,2
10000,2,80,Дарницький,"просп. Бажана, 24/1","(50.39907000000005, 30.64283000000006)",652,2
14000,2,60,Дарницький,"вул. Бориса Гмирі, 14","(50.391420019041476, 30.629679984706314)",849,2
20000,2,77,Печерський,"бульв. Українки, 30б","(50.423103160898755, 30.54332613498499)",586,3
12300,3,78,Дарницький,"просп. Григоренка, 36","(50.394139988531435, 30.63423999149083)",499,2
16000,2,65,Солом'янський,"вул. Гарматна, 38б","(50.44271548504756, 30.431377841045617)",1656,2
12000,2,45,Оболонський,"просп. Героїв Сталінграда, 44","(50.520510003213076, 30.516069992685715)",1281,2
12000,2,81,Дарницький,"вул. Драгоманова, 40з","(50.406069993230545, 30.638260036072808)",890,2
14000,4,94,Дарницький,"вул. Драгоманова, 31","(50.40096998233392, 30.637399968987978)",371,2
5800,1,31,Шевченківський,"вул. Саратовська, 12/28","(50.46932000223049, 30.414969991154493)",1234,3
13500,1,37,Голосіївський,"вул. Антоновича, 102","(50.424113027918246, 30.51592193872951)",531,3
5000,1,38,Деснянський,"вул. Закревського, 35а","(50.503470013152565, 30.611540037492063)",4968,1
10900,3,92,Святошинський,"вул. Хмельницька, 10","(50.46323997921462, 30.38349996804422)",851,1
25000,3,105,Солом'янський,"вул. Миколи Голего, 5","(50.43946001699169, 30.440679970402584)",1728,2
14000,1,50,Голосіївський,"вул. Луценка, 12а","(50.38449000000003, 30.445930000000033)",1904,3
8000,2,46,Шевченківський,"вул. Турчина, 13","(50.480979983918814, 30.398050029947456)",2329,3
7999,1,41,Дарницький,"вул. Урлівська, 9","(50.40572998132822, 30.619149967385056)",1156,2
20000,2,72,Дарницький,"вул. Ревуцького, 40г","(50.40396620831599, 30.650529710858052)",357,2
10000,2,53,Дарницький,"вул. Ахматової, 16в","(50.410729996119954, 30.632450036067723)",1349,2
17000,1,45,Голосіївський,"вул. Володі Дубініна, 2а","(50.390210007499064, 30.497120018348625)",652,3
6000,1,30,Солом'янський,"вул. Гарматна, 44/2","(50.441799076203274, 30.431936235700082)",1717,2
6000,1,50,Дарницький,"вул. Драгоманова, 1е","(50.418240013727086, 30.636960002890305)",2194,2
17000,2,55,Дарницький,"вул. Бориса Гмирі, 14","(50.391420019041476, 30.629679984706314)",849,2
10000,2,66,Дарницький,"просп. Григоренка, 15","(50.409619980682436, 30.629560039671873)",1258,2
15000,2,85,Дарницький,"Дніпровська наб., 19а","(50.407920004989904, 30.613550017873536)",1378,2
12000,2,58,Дарницький,"Дніпровська наб., 19а","(50.407920004989904, 30.613550017873536)",1378,2
11500,2,105,Голосіївський,"вул. Саперно-Слобідська, 22","(50.402509989404365, 30.536959958512796)",1399,3
9800,2,80,Святошинський,"вул. Верховинна, 28","(50.45313999543578, 30.375189981598027)",785,1
8000,1,28,Подільський,"просп. Правди, 88б","(50.50898999930777, 30.41421000399356)",3760,2
18000,1,45,Солом'янський,"вул. Богданівська, 7б","(50.43560999931563, 30.479539982266516)",933,2
24000,3,100,Шевченківський,"вул. Іллєнка, 83д","(50.46968997943665, 30.46657996739566)",1311,3
4500,1,28,Дніпровський,"вул. Березняківська, 24","(50.427109995124454, 30.61444998281749)",2951,1
7000,2,47,Дніпровський,"бульв. Верховної Ради, 27а","(50.45154999031291, 30.62648002553101)",972,1
6500,1,31,Дніпровський,"просп. Романа Шухевича, 22","(50.494410014010214, 30.59270003372464)",4481,1
34481,3,82,Печерський,"вул. Драгомирова, 2а","(50.41361001805106, 30.54439998722839)",472,3
17000,2,60,Дарницький,"Дніпровська наб., 26б","(50.39252999256948, 30.613320018450423)",374,2
16000,2,60,Шевченківський,"вул. Дегтярівська, 25к1","(50.46244998484033, 30.45641003663485)",1173,3
25000,2,55,Печерський,"бульв. Українки, 7","(50.43467001078403, 30.531260012896382)",269,3
12000,1,48,Дарницький,"просп. Бажана, 8б","(50.39740000000006, 30.63101000000006)",233,2
12000,2,55,Дарницький,"просп. Григоренка, 36","(50.394139988531435, 30.63423999149083)",499,2
11000,2,54,Шевченківський,"вул. Багговутівська, 8/10","(50.4705300137729, 30.475379959901517)",987,3
10500,1,46,Голосіївський,"вул. Метрологічна, 40б","(50.34930749180294, 30.476879196153778)",2548,3
7999,1,46,Дніпровський,"вул. Райдужна, 35","(50.48100001666742, 30.588229964761183)",3275,1
4500,1,32,Деснянський,"вул. Курчатова, 7","(50.47698001399496, 30.62537001009349)",1929,1
12000,1,33,Голосіївський,"вул. Васильківська, 8а","(50.39715001378076, 30.504280007679142)",428,3
18000,2,56,Печерський,"вул. Лаврська, 4","(50.437940000760335, 30.551810008730655)",617,3
11000,3,68,Дніпровський,"Харківське ш., 2","(50.43990543871097, 30.62832923518468)",2111,1
8000,2,45,Шевченківський,"вул. Бакинська, 30","(50.482330015153764, 30.45251999537112)",1045,3
10000,2,56,Дарницький,"вул. Тростянецька, 6","(50.41565998011066, 30.65143999208297)",1614,2
36509,2,55,Подільський,"Андріївський узвіз, 2в","(50.46196999515499, 30.51721998980139)",355,2
12000,2,52,Оболонський,"просп. Оболонський, 40а","(50.52118998510818, 30.500800009118763)",262,2
7900,1,37,Святошинський,"вул. Михайла Котельникова, 87","(50.45036001151911, 30.356800002212083)",839,1
14000,1,28,Печерський,"бульв. Приймаченко, 4","(50.418809983143035, 30.542090018532292)",174,3
28000,2,60,Голосіївський,"вул. Велика Васильківська, 80","(50.43086999116039, 30.515679982730973)",126,3
7000,2,47,Дніпровський,"вул. Івана Сергієнка, 13","(50.44721998295151, 30.630929977926854)",1414,1
11000,2,51,Солом'янський,"вул. Метробудівська, 1/35","(50.443153707945555, 30.411062786409847)",1794,2
5500,1,28,Шевченківський,"вул. Степана Руданського, 1б","(50.467660008216114, 30.431379997372346)",1015,3
40525,1,50,Печерський,"вул. Тютюнника, 28а","(50.42477001921495, 30.522869979274873)",491,3
8000,2,50,Деснянський,"просп. Лісовий, 5","(50.38632000814485, 30.708619994441335)",2598,1
11800,1,49,Дніпровський,"вул. Краківська, 13б","(50.455719987142714, 30.62448001961431)",629,1
5000,1,27,Подільський,"просп. Правди, 68б","(50.50641998206564, 30.428220019875198)",3302,2
3500,1,17,Святошинський,"вул. Корольова, 9а","(50.428840019939855, 30.391560006137723)",3222,1
36509,2,50,Шевченківський,"вул. Бульварно-Кудрявська, 17","(50.45292444814397, 30.502514866097094)",966,3
18500,2,72,Дарницький,"вул. Урлівська, 30","(50.409399997633614, 30.618640012395872)",1552,2
6000,1,55,Дарницький,"вул. Дяченка, 20а","(50.37915000244004, 30.707049980157535)",3198,2
20283,2,49,Шевченківський,"вул. Рейтарська, 31/16","(50.45305755197779, 30.509105785172515)",672,3
17800,3,61,Шевченківський,"Бехтеревський пров., 13","(50.45806997942648, 30.495340037390292)",1119,3
15000,1,60,Голосіївський,"вул. Ломоносова, 60а","(50.38384998700761, 30.458429991481097)",1120,3
15000,1,55,Голосіївський,"вул. Ломоносова, 46/1","(50.38671001809962, 30.466839974032183)",948,3
10000,1,50,Деснянський,"вул. Радистів, 34","(50.4786107496601, 30.669296692025476)",2385,1
18000,4,80,Шевченківський,"вул. Половецька, 16","(50.46804000179657, 30.484060007372904)",655,3
9500,1,34,Шевченківський,"вул. Дмитрівська, 24","(50.4498299818718, 30.492369993819096)",941,3
44622,1,54,Печерський,"вул. Маккейна, 1","(50.41386160750834, 30.52656955425985)",107,3
38537,3,135,Дарницький,"вул. Ахматової, 22","(50.40826001689223, 30.624670037359323)",1249,2
8000,2,52,Голосіївський,"Стратегічне ш., 11","(50.4003200076522, 30.52706998331803)",836,3
10000,2,45,Печерський,"вул. Саперне Поле, 26","(50.4178899854505, 30.531629990102545)",680,3
35000,3,94,Шевченківський,"вул. Білоруська, 3","(50.46272000785112, 30.478399959615615)",197,3
10000,1,37,Дарницький,"вул. Бориса Гмирі, 18","(50.39100000187335, 30.631089988458484)",867,2
16000,1,40,Шевченківський,"вул. Чорновола, 27","(50.453729997600306, 30.485140015597068)",1010,3
4000,1,28,Дніпровський,"бульв. Верховної Ради, 14а","(50.44754000401474, 30.61916002566886)",1060,1
10000,2,48,Оболонський,"вул. Героїв Дніпра, 71","(50.52290999354929, 30.510529973781928)",858,2
7500,2,44,Шевченківський,"вул. Шолуденка, 16","(50.45440997949541, 30.47911996509839)",905,3
8000,1,20,Голосіївський,"вул. Козацька, 32","(50.40442001559046, 30.507579962959312)",712,3
5500,1,46,Дніпровський,"просп. Романа Шухевича, 8а","(50.493970006003025, 30.580730005437857)",4786,1
4500,1,24,Дніпровський,"вул. Гродненська, 27","(50.440519992467244, 30.64575002093136)",2418,1
6000,1,32,Подільський,"вул. Івана Їжакевича, 7/10","(50.51379999635452, 30.437250011804167)",4150,2
13000,2,70,Голосіївський,"просп. Науки, 62а","(50.378349991691465, 30.535109988662924)",2777,3
6500,2,43,Дніпровський,"вул. Андрія Малишка, 23","(50.4610100157843, 30.62295996147347)",541,1
6000,1,32,Оболонський,"вул. Йорданська, 24б","(50.50004001264463, 30.510499966568545)",842,2
19000,2,60,Подільський,"вул. Данченка, 28","(50.4961869473755, 30.432034866758478)",2164,2
30424,3,77,Голосіївський,"вул. Микільсько-Ботанічна, 11","(50.43862999902976, 30.505699985896086)",655,3
15000,1,50,Голосіївський,"Ясинуватський пров., 10","(50.409950018119986, 30.506630041872455)",969,3
